string1,string2,match
New York City,Samsung Electronics,0
Boston Dynamics,Moderna Inc,0
Intel Corporation,Blue Origin,0
John Smith,John Smith,1
JP Morgan Chase,JP Morgan Chase,1
Amazon.com,Amazon.com,1
Citibank,Citibank,1
Apple Inc,Apple Inc,1
Tesla Motors,California Institute of Technology,0
Snapchat,Pfizer Pharmaceuticals,0
Samsung Electronics,Samsung Electronics,1
Cisco Systems,Cisco Systems,1
Jane Doe,Google LLC,0
Amazon.com,Siemens,0
California Institute of Technology,Berkshire Hathaway,0
Uber Technologies,Uber Technologies,1
Deloitte Consulting,General Electric,0
Boeing,Boeing,1
YouTube Videos,Lockheed Martin,0
Tesla Motors,Tesla Motors,1
New York City,International Business Machines,0
Uber Technologies,Amazon.com,0
Tesla Motors,Cisco Systems,0
John Smith,John Smith,1
Lockheed Martin,Lockheed Martin,1
Twitter,Twitter,1
YouTube Videos,Google LLC,0
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1
General Electric,General Electric,1
Jane Doe,Deloitte Consulting,0
SpaceX,SpaceX,1
YouTube Videos,YouTube Videos,1
Airbnb,Airbnb,1
SpaceX,McKinsey & Company,0
Facebook Meta,Pfizer Pharmaceuticals,0
Oracle Corporation,Oracle Corporation,1
Microsoft Corporation,Boston Consulting Group,0
Oracle Corporation,Raytheon Technologies,0
Adobe Systems,Adobe Systems,1
Lockheed Martin,Raytheon Technologies,0
Spotify,Spotify,1
Deloitte Consulting,Deloitte Consulting,1
Moderna Inc,Moderna Inc,1
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1
Johnson & Johnson,Johnson & Johnson,1
John Smith,Lyft Inc,0
JP Morgan Chase,John Smith,0
NASA,NASA,1
Boston Consulting Group,Boston Consulting Group,1
Johnson & Johnson,Tesla Energy,0
Tesla Motors,Tesla Motors,1
Moderna Inc,Airbnb,0
Spotify,Accenture,0
Citibank,Citibank,1
Blue Origin,Blue Origin,1
Spotify,Samsung Electronics,0
Airbnb,Twitter,0
Elon Musk,Elon Musk,1
Johnson & Johnson,General Electric,0
Boeing,Boeing,1
Microsoft Corporation,Microsoft Corporation,1
Samsung Electronics,New York City,0
International Business Machines,Netflix Streaming,0
Google LLC,NASA,0
Deloitte Consulting,Deloitte Consulting,1
Apple Inc,New York City,0
Boston Consulting Group,Boston Consulting Group,1
PayPal,PayPal,1
Citibank,Snapchat,0
Adobe Systems,California Institute of Technology,0
Goldman Sachs,Goldman Sachs,1
YouTube Videos,YouTube Videos,1
Citibank,Pfizer Pharmaceuticals,0
Uber Technologies,Uber Technologies,1
Elon Musk,Samsung Electronics,0
Harvard University,Harvard University,1
Oracle Corporation,Oracle Corporation,1
Boston Consulting Group,Boston Consulting Group,1
JP Morgan Chase,Airbnb,0
Boston Dynamics,Boston Dynamics,1
General Electric,Moderna Inc,0
Tesla Motors,Goldman Sachs,0
Airbnb,Microsoft Corporation,0
Netflix Streaming,Netflix Streaming,1
Berkshire Hathaway,Berkshire Hathaway,1
Morgan Stanley,Uber Technologies,0
Johnson & Johnson,Johnson & Johnson,1
General Electric,New York City,0
Oracle Corporation,Moderna Inc,0
Amazon.com,Amazon.com,1
Samsung Electronics,Samsung Electronics,1
Twitter,Lockheed Martin,0
Blue Origin,Boston Consulting Group,0
California Institute of Technology,California Institute of Technology,1
Twitter,Twitter,1
Space Exploration Technologies,California Institute of Technology,0
JP Morgan Chase,Wall Street,0
Tesla Energy,Tesla Energy,1
Elon Musk,Amazon.com,0
Wall Street,Boeing,0
Berkshire Hathaway,Citibank,0
Tesla Energy,New York City,0
Citibank,Boeing,0
Spotify,Spotify,1
Wall Street,Wall Street,1
Wall Street,Wall Street,1
Tesla Energy,Tesla Energy,1
General Electric,General Electric,1
JP Morgan Chase,PayPal,0
Uber Technologies,International Business Machines,0
Google LLC,Tesla Motors,0
Boston Dynamics,Boston Dynamics,1
John Smith,PayPal,0
Johnson & Johnson,Boeing,0
John Smith,John Smith,1
John Smith,John Smith,1
PayPal,PayPal,1
Raytheon Technologies,Raytheon Technologies,1
Citibank,Citibank,1
Siemens,Netflix Streaming,0
Apple Inc,Twitter,0
Boston Dynamics,Boston Dynamics,1
Uber Technologies,Uber Technologies,1
McKinsey & Company,Apple Inc,0
Facebook Meta,Facebook Meta,1
Twitter,Airbnb,0
Boston Consulting Group,Blue Origin,0
New York City,John Smith,0
SpaceX,Intel Corporation,0
Oracle Corporation,Oracle Corporation,1
Accenture,Massachusetts Institute of Technology,0
Raytheon Technologies,Cisco Systems,0
NASA,Samsung Electronics,0
JP Morgan Chase,Adobe Systems,0
Blue Origin,Berkshire Hathaway,0
Boston Consulting Group,Boston Consulting Group,1
International Business Machines,Boston Consulting Group,0
Siemens,Samsung Electronics,0
McKinsey & Company,McKinsey & Company,1
Tesla Energy,Moderna Inc,0
Twitter,Twitter,1
Elon Musk,Elon Musk,1
Tesla Energy,YouTube Videos,0
Samsung Electronics,Samsung Electronics,1
Jane Doe,Jane Doe,1
Twitter,Twitter,1
Elon Musk,Elon Musk,1
Cisco Systems,Cisco Systems,1
Pfizer Pharmaceuticals,Google LLC,0
YouTube Videos,YouTube Videos,1
Airbnb,Airbnb,1
Blue Origin,Blue Origin,1
Adobe Systems,Adobe Systems,1
Berkshire Hathaway,Pfizer Pharmaceuticals,0
Elon Musk,Accenture,0
Oracle Corporation,Oracle Corporation,1
PayPal,PayPal,1
Goldman Sachs,Goldman Sachs,1
Apple Inc,Apple Inc,1
Cisco Systems,Massachusetts Institute of Technology,0
Amazon.com,PayPal,0
Adobe Systems,Adobe Systems,1
Boeing,Boeing,1
Samsung Electronics,New York City,0
General Electric,Massachusetts Institute of Technology,0
NASA,McKinsey & Company,0
Space Exploration Technologies,McKinsey & Company,0
Citibank,Google LLC,0
Samsung Electronics,Samsung Electronics,1
McKinsey & Company,PayPal,0
Elon Musk,Elon Musk,1
Jane Doe,Intel Corporation,0
John Smith,AMD Inc,0
Microsoft Corporation,Microsoft Corporation,1
Morgan Stanley,Spotify,0
Moderna Inc,Moderna Inc,1
Massachusetts Institute of Technology,Raytheon Technologies,0
JP Morgan Chase,Boston Consulting Group,0
Massachusetts Institute of Technology,Boeing,0
Space Exploration Technologies,Spotify,0
Tesla Energy,Tesla Energy,1
Intel Corporation,Intel Corporation,1
New York City,New York City,1
Harvard University,Harvard University,1
John Smith,Uber Technologies,0
Space Exploration Technologies,Oracle Corporation,0
Johnson & Johnson,YouTube Videos,0
Google LLC,Boston Dynamics,0
Siemens,Siemens,1
Samsung Electronics,Jane Doe,0
Uber Technologies,Samsung Electronics,0
Google LLC,Google LLC,1
Wall Street,Elon Musk,0
Amazon.com,Amazon.com,1
Google LLC,Google LLC,1
NASA,Apple Inc,0
Uber Technologies,PayPal,0
Lockheed Martin,SpaceX,0
SpaceX,Apple Inc,0
AMD Inc,AMD Inc,1
Elon Musk,Elon Musk,1
Jane Doe,Jane Doe,1
Samsung Electronics,Samsung Electronics,1
Facebook Meta,Facebook Meta,1
Citibank,Microsoft Corporation,0
Lockheed Martin,Lockheed Martin,1
John Smith,John Smith,1
Facebook Meta,Facebook Meta,1
Tesla Motors,Oracle Corporation,0
Siemens,Siemens,1
Space Exploration Technologies,Space Exploration Technologies,1
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1
Boeing,Boeing,1
McKinsey & Company,McKinsey & Company,1
General Electric,General Electric,1
New York City,Adobe Systems,0
Harvard University,Harvard University,1
Pfizer Pharmaceuticals,John Smith,0
International Business Machines,Spotify,0
New York City,NASA,0
Samsung Electronics,Tesla Motors,0
John Smith,Accenture,0
Berkshire Hathaway,Berkshire Hathaway,1
NASA,California Institute of Technology,0
Samsung Electronics,Samsung Electronics,1
Wall Street,Wall Street,1
Netflix Streaming,Netflix Streaming,1
Massachusetts Institute of Technology,Moderna Inc,0
Google LLC,General Electric,0
Google LLC,New York City,0
General Electric,General Electric,1
JP Morgan Chase,Berkshire Hathaway,0
Moderna Inc,Netflix Streaming,0
Blue Origin,Blue Origin,1
Morgan Stanley,Morgan Stanley,1
McKinsey & Company,Microsoft Corporation,0
Amazon.com,Amazon.com,1
Netflix Streaming,Netflix Streaming,1
Boston Consulting Group,Pfizer Pharmaceuticals,0
Space Exploration Technologies,Oracle Corporation,0
Blue Origin,Goldman Sachs,0
New York City,New York City,1
Massachusetts Institute of Technology,Massachusetts Institute of Technology,1
NASA,Berkshire Hathaway,0
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1
Space Exploration Technologies,Harvard University,0
Raytheon Technologies,Raytheon Technologies,1
General Electric,Facebook Meta,0
Raytheon Technologies,Raytheon Technologies,1
Facebook Meta,Lyft Inc,0
California Institute of Technology,NASA,0
Elon Musk,Elon Musk,1
Siemens,Siemens,1
NASA,NASA,1
Boston Consulting Group,Boston Consulting Group,1
Apple Inc,NASA,0
McKinsey & Company,Netflix Streaming,0
Airbnb,Airbnb,1
Cisco Systems,Cisco Systems,1
International Business Machines,Microsoft Corporation,0
Jane Doe,Boston Dynamics,0
Massachusetts Institute of Technology,Massachusetts Institute of Technology,1
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1
JP Morgan Chase,General Electric,0
Amazon.com,Amazon.com,1
Pfizer Pharmaceuticals,Snapchat,0
Amazon.com,Intel Corporation,0
Amazon.com,McKinsey & Company,0
Siemens,Oracle Corporation,0
McKinsey & Company,Boeing,0
Netflix Streaming,Netflix Streaming,1
Raytheon Technologies,Johnson & Johnson,0
International Business Machines,Siemens,0
Accenture,Citibank,0
Tesla Motors,Tesla Motors,1
Microsoft Corporation,Microsoft Corporation,1
Facebook Meta,Facebook Meta,1
Elon Musk,Elon Musk,1
Berkshire Hathaway,Boston Consulting Group,0
California Institute of Technology,Raytheon Technologies,0
Boston Consulting Group,Facebook Meta,0
Tesla Motors,Tesla Motors,1
Morgan Stanley,Apple Inc,0
Pfizer Pharmaceuticals,Airbnb,0
Amazon.com,Amazon.com,1
Siemens,Siemens,1
Elon Musk,Elon Musk,1
General Electric,General Electric,1
McKinsey & Company,McKinsey & Company,1
Johnson & Johnson,Johnson & Johnson,1
Amazon.com,Amazon.com,1
Twitter,Twitter,1
Tesla Motors,Tesla Motors,1
General Electric,International Business Machines,0
Deloitte Consulting,Deloitte Consulting,1
Tesla Energy,Tesla Energy,1
Goldman Sachs,Accenture,0
Google LLC,Microsoft Corporation,0
Lockheed Martin,Lockheed Martin,1
Netflix Streaming,Johnson & Johnson,0
JP Morgan Chase,JP Morgan Chase,1
SpaceX,Boston Consulting Group,0
Massachusetts Institute of Technology,Massachusetts Institute of Technology,1
Harvard University,Harvard University,1
Apple Inc,Apple Inc,1
Citibank,Citibank,1
Apple Inc,Apple Inc,1
Twitter,Apple Inc,0
Intel Corporation,NASA,0
SpaceX,Wall Street,0
SpaceX,SpaceX,1
Apple Inc,Samsung Electronics,0
Citibank,Citibank,1
Google LLC,Google LLC,1
Tesla Energy,Tesla Energy,1
Tesla Energy,Morgan Stanley,0
Cisco Systems,California Institute of Technology,0
General Electric,Raytheon Technologies,0
McKinsey & Company,McKinsey & Company,1
General Electric,JP Morgan Chase,0
Jane Doe,Jane Doe,1
Siemens,Morgan Stanley,0
Blue Origin,Blue Origin,1
Lyft Inc,Lyft Inc,1
Boeing,Boeing,1
Boeing,Boeing,1
Morgan Stanley,Apple Inc,0
Cisco Systems,Deloitte Consulting,0
Oracle Corporation,Twitter,0
Boston Dynamics,Boston Dynamics,1
Microsoft Corporation,Spotify,0
Netflix Streaming,California Institute of Technology,0
Siemens,Intel Corporation,0
John Smith,John Smith,1
Amazon.com,Deloitte Consulting,0
Cisco Systems,Twitter,0
Oracle Corporation,Blue Origin,0
Cisco Systems,Netflix Streaming,0
Boeing,Boeing,1
Facebook Meta,SpaceX,0
Pfizer Pharmaceuticals,Blue Origin,0
Citibank,California Institute of Technology,0
Johnson & Johnson,Johnson & Johnson,1
Massachusetts Institute of Technology,Wall Street,0
SpaceX,SpaceX,1
Jane Doe,Jane Doe,1
Citibank,Citibank,1
Citibank,Citibank,1
Boston Dynamics,Boston Dynamics,1
California Institute of Technology,California Institute of Technology,1
PayPal,PayPal,1
SpaceX,Massachusetts Institute of Technology,0
Accenture,Microsoft Corporation,0
Wall Street,NASA,0
Tesla Energy,Tesla Energy,1
Deloitte Consulting,Deloitte Consulting,1
Jane Doe,Jane Doe,1
Boston Consulting Group,Wall Street,0
Adobe Systems,Adobe Systems,1
Snapchat,Snapchat,1
Cisco Systems,Citibank,0
Microsoft Corporation,Microsoft Corporation,1
Snapchat,Snapchat,1
Boston Consulting Group,Apple Inc,0
Snapchat,Pfizer Pharmaceuticals,0
Boston Consulting Group,Boston Consulting Group,1
Adobe Systems,Adobe Systems,1
Massachusetts Institute of Technology,Space Exploration Technologies,0
Intel Corporation,PayPal,0
General Electric,General Electric,1
Adobe Systems,Adobe Systems,1
Amazon.com,Amazon.com,1
John Smith,John Smith,1
Google LLC,Tesla Energy,0
Berkshire Hathaway,Berkshire Hathaway,1
Accenture,Johnson & Johnson,0
Facebook Meta,Facebook Meta,1
Cisco Systems,Cisco Systems,1
Space Exploration Technologies,Uber Technologies,0
General Electric,General Electric,1
NASA,Deloitte Consulting,0
Jane Doe,AMD Inc,0
Adobe Systems,Adobe Systems,1
Johnson & Johnson,Johnson & Johnson,1
Samsung Electronics,Google LLC,0
Raytheon Technologies,Siemens,0
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1
Harvard University,Facebook Meta,0
Elon Musk,Elon Musk,1
Lockheed Martin,International Business Machines,0
Massachusetts Institute of Technology,Massachusetts Institute of Technology,1
California Institute of Technology,Spotify,0
Lyft Inc,Pfizer Pharmaceuticals,0
General Electric,Jane Doe,0
Johnson & Johnson,Deloitte Consulting,0
Johnson & Johnson,California Institute of Technology,0
Adobe Systems,Uber Technologies,0
SpaceX,SpaceX,1
Lyft Inc,Twitter,0
Lockheed Martin,Lockheed Martin,1
John Smith,John Smith,1
JP Morgan Chase,Microsoft Corporation,0
YouTube Videos,YouTube Videos,1
International Business Machines,Citibank,0
Twitter,Cisco Systems,0
JP Morgan Chase,Citibank,0
Johnson & Johnson,Johnson & Johnson,1
Elon Musk,Boston Dynamics,0
PayPal,PayPal,1
Facebook Meta,Facebook Meta,1
Morgan Stanley,International Business Machines,0
Adobe Systems,Adobe Systems,1
Boston Consulting Group,Tesla Motors,0
Berkshire Hathaway,SpaceX,0
Spotify,Boston Dynamics,0
Twitter,Airbnb,0
Oracle Corporation,Siemens,0
Berkshire Hathaway,AMD Inc,0
YouTube Videos,Spotify,0
General Electric,General Electric,1
General Electric,General Electric,1
Uber Technologies,Amazon.com,0
Adobe Systems,Facebook Meta,0
Deloitte Consulting,Deloitte Consulting,1
Lockheed Martin,Johnson & Johnson,0
Microsoft Corporation,Morgan Stanley,0
California Institute of Technology,McKinsey & Company,0
Space Exploration Technologies,Space Exploration Technologies,1
Boeing,Boeing,1
PayPal,SpaceX,0
Uber Technologies,Samsung Electronics,0
Siemens,Google LLC,0
Johnson & Johnson,Johnson & Johnson,1
Amazon.com,Amazon.com,1
Microsoft Corporation,SpaceX,0
Uber Technologies,Uber Technologies,1
Oracle Corporation,Oracle Corporation,1
Morgan Stanley,Morgan Stanley,1
Boeing,SpaceX,0
Intel Corporation,Intel Corporation,1
Goldman Sachs,Apple Inc,0
Boston Consulting Group,Lyft Inc,0
Berkshire Hathaway,Facebook Meta,0
Netflix Streaming,Space Exploration Technologies,0
Intel Corporation,Snapchat,0
New York City,Lyft Inc,0
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1
Google LLC,Twitter,0
Snapchat,Snapchat,1
Berkshire Hathaway,International Business Machines,0
Accenture,Accenture,1
Uber Technologies,Uber Technologies,1
Berkshire Hathaway,Berkshire Hathaway,1
Apple Inc,Apple Inc,1
SpaceX,Jane Doe,0
Citibank,Citibank,1
Elon Musk,Elon Musk,1
Spotify,General Electric,0
Spotify,Spotify,1
Samsung Electronics,Samsung Electronics,1
Lockheed Martin,Lockheed Martin,1
JP Morgan Chase,JP Morgan Chase,1
Elon Musk,Elon Musk,1
AMD Inc,AMD Inc,1
Boston Consulting Group,Microsoft Corporation,0
Wall Street,Wall Street,1
California Institute of Technology,Raytheon Technologies,0
Facebook Meta,Facebook Meta,1
AMD Inc,Citibank,0
Space Exploration Technologies,Space Exploration Technologies,1
Tesla Energy,Tesla Energy,1
Boston Dynamics,Boston Dynamics,1
Tesla Motors,Tesla Motors,1
Massachusetts Institute of Technology,Massachusetts Institute of Technology,1
Boston Dynamics,Tesla Motors,0
Uber Technologies,Oracle Corporation,0
Airbnb,Pfizer Pharmaceuticals,0
Amazon.com,Microsoft Corporation,0
Space Exploration Technologies,Space Exploration Technologies,1
Deloitte Consulting,Deloitte Consulting,1
Boeing,Massachusetts Institute of Technology,0
Raytheon Technologies,Raytheon Technologies,1
John Smith,John Smith,1
John Smith,Lockheed Martin,0
Facebook Meta,Snapchat,0
Snapchat,New York City,0
Amazon.com,Deloitte Consulting,0
Wall Street,YouTube Videos,0
Space Exploration Technologies,General Electric,0
Wall Street,Wall Street,1
Elon Musk,McKinsey & Company,0
Citibank,Citibank,1
Microsoft Corporation,Microsoft Corporation,1
Airbnb,Airbnb,1
Deloitte Consulting,Netflix Streaming,0
NASA,Twitter,0
Blue Origin,Blue Origin,1
YouTube Videos,Tesla Motors,0
Uber Technologies,New York City,0
NASA,Boston Consulting Group,0
Goldman Sachs,Oracle Corporation,0
Intel Corporation,Massachusetts Institute of Technology,0
Morgan Stanley,Boston Consulting Group,0
Siemens,Adobe Systems,0
PayPal,PayPal,1
NASA,NASA,1
California Institute of Technology,Apple Inc,0
General Electric,Elon Musk,0
Facebook Meta,Facebook Meta,1
Cisco Systems,Cisco Systems,1
YouTube Videos,YouTube Videos,1
Pfizer Pharmaceuticals,Lyft Inc,0
Adobe Systems,Twitter,0
Blue Origin,Uber Technologies,0
Berkshire Hathaway,Berkshire Hathaway,1
Microsoft Corporation,Microsoft Corporation,1
Jane Doe,Jane Doe,1
Massachusetts Institute of Technology,Harvard University,0
Samsung Electronics,Tesla Energy,0
Moderna Inc,Moderna Inc,1
John Smith,John Smith,1
Lyft Inc,Lyft Inc,1
Tesla Energy,Tesla Energy,1
McKinsey & Company,Twitter,0
Twitter,Uber Technologies,0
Facebook Meta,Facebook Meta,1
Space Exploration Technologies,Spotify,0
Space Exploration Technologies,Massachusetts Institute of Technology,0
Amazon.com,California Institute of Technology,0
Blue Origin,Cisco Systems,0
General Electric,Airbnb,0
Adobe Systems,Airbnb,0
Uber Technologies,Uber Technologies,1
Amazon.com,Netflix Streaming,0
New York City,New York City,1
NASA,NASA,1
JP Morgan Chase,JP Morgan Chase,1
Microsoft Corporation,Microsoft Corporation,1
Microsoft Corporation,Microsoft Corporation,1
Cisco Systems,Accenture,0
Tesla Energy,Johnson & Johnson,0
Lyft Inc,AMD Inc,0
Wall Street,Apple Inc,0
McKinsey & Company,Google LLC,0
JP Morgan Chase,JP Morgan Chase,1
Facebook Meta,Facebook Meta,1
Adobe Systems,General Electric,0
Boston Consulting Group,Microsoft Corporation,0
California Institute of Technology,California Institute of Technology,1
Apple Inc,Apple Inc,1
Google LLC,Google LLC,1
JP Morgan Chase,JP Morgan Chase,1
Boston Dynamics,Boston Dynamics,1
New York City,New York City,1
Citibank,Johnson & Johnson,0
New York City,Intel Corporation,0
Apple Inc,Apple Inc,1
Deloitte Consulting,Morgan Stanley,0
Tesla Energy,Tesla Energy,1
New York City,New York City,1
New York City,Twitter,0
John Smith,John Smith,1
Tesla Motors,Tesla Motors,1
Airbnb,Blue Origin,0
AMD Inc,AMD Inc,1
Citibank,Boston Dynamics,0
General Electric,Adobe Systems,0
Uber Technologies,Tesla Energy,0
SpaceX,SpaceX,1
Intel Corporation,Spotify,0
Elon Musk,Elon Musk,1
Netflix Streaming,Lyft Inc,0
Berkshire Hathaway,Blue Origin,0
International Business Machines,Moderna Inc,0
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1
Adobe Systems,Samsung Electronics,0
John Smith,John Smith,1
Apple Inc,Tesla Energy,0
Facebook Meta,Johnson & Johnson,0
International Business Machines,Oracle Corporation,0
Citibank,Accenture,0
Oracle Corporation,Google LLC,0
Boston Dynamics,Boston Dynamics,1
Apple Inc,Massachusetts Institute of Technology,0
Spotify,Spotify,1
Tesla Energy,Tesla Energy,1
Spotify,Space Exploration Technologies,0
SpaceX,Boston Dynamics,0
International Business Machines,International Business Machines,1
PayPal,John Smith,0
Amazon.com,Boeing,0
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1
Tesla Energy,Tesla Energy,1
California Institute of Technology,California Institute of Technology,1
Morgan Stanley,Morgan Stanley,1
Raytheon Technologies,Raytheon Technologies,1
Boeing,Oracle Corporation,0
NASA,Berkshire Hathaway,0
Massachusetts Institute of Technology,Amazon.com,0
